event_id,asset,binance_symbol,mexc_symbol,mexc_market,t0,mexc_listed_ts,tape_status,daily_rows,hourly_rows,first_venue,listing_age_days_at_binance_open,pre_binance_return_30d,pre_binance_return_14d,pre_binance_return_7d,pre_binance_return_3d,pre_binance_return_24h,pre_binance_volatility_7d,pre_binance_volume_7d,pre_binance_volume_24h,pre_binance_range_7d,pre_binance_max_drawdown_7d,pre_binance_pump_score,pre_binance_exhaustion_score,pre_binance_liquidity_proxy,data_source,coverage_status
700d4e731095fcaedaac26c5,GOAT,GOATUSDT,GOATUSDT,spot,2024-10-24T13:30:00+00:00,2024-10-13T12:00:00+00:00,collected,11,71,mexc,11.06,9.520361,9.520361,0.529239,0.392804,0.049959,0.341201,33016736.63,11623617.23,3.658204,-0.539116,0.5863,0.3235,5346272.09,mexc spot klines,full
c2b91bfbec0ed43aabcdb74f,MOODENG,MOODENGUSDT,MOODENGUSDT,spot,2024-10-25T10:00:00+00:00,2024-09-19T04:00:00+00:00,collected,29,72,mexc,36.25,-0.540978,-0.488817,-0.119289,0.183382,1.333523,0.128152,8556367.9,7117555.4,0.7,-0.392847,-0.3518,0.2357,1478882.5,mexc spot klines,full
2bf17446b8052a2980d08b2c,PONKE,PONKEUSDT,PONKEUSDT,spot,2024-11-04T12:30:00+00:00,2023-12-25T16:00:00+00:00,collected,29,71,mexc,314.85,0.536992,0.030521,0.06158,-0.03198,0.128413,0.038797,4887479.91,2097106.9,0.327323,-0.151012,0.5999,0.0906,761830.56,mexc spot klines,full
125e6fdf0008d975a343c942,1000000MOG,1000000MOGUSDT,MOGUSDT,spot,2024-11-07T12:30:00+00:00,2024-02-16T15:00:00+00:00,collected,29,71,mexc,264.9,0.57945,0.346658,0.188801,0.176987,0.018964,0.08318,2677309.16,17384607.03,0.40797,-0.158756,0.8579,0.0953,437588.21,mexc spot klines,full
aab29a722c1f1f70858d4380,SWELL,SWELLUSDT,SWELLUSDT,spot,2024-11-08T16:00:00+00:00,2024-11-07T10:00:00+00:00,collected,1,30,mexc,1.25,,,,,0.643158,,,4262612.45,,,,,,mexc spot klines,full
a145fa44534b876ab3762b4b,DEGEN,DEGENUSDT,DEGENUSDT,spot,2024-11-15T11:30:00+00:00,2024-03-26T08:00:00+00:00,collected,29,71,mexc,234.15,2.040807,2.161467,1.877456,0.431736,0.431737,0.201107,5975311.23,2764295.45,2.673169,-0.21872,3.5285,0.1312,1048321.62,mexc spot klines,full
551e7c68db4a708957037745,BAN,BANUSDT,BANUSDT,spot,2024-11-18T11:30:00+00:00,2024-10-27T13:00:00+00:00,collected,22,71,mexc,21.94,7.394958,8.061224,1.349206,0.113526,0.72537,0.349888,46999136.45,16093479.01,3.174205,-0.416456,1.4575,0.2499,8481882.66,mexc spot klines,full
4d8c383224e3a76f6fc58997,MORPHO,MORPHOUSDT,MORPHO_USDT,perp,2024-11-27T14:30:00+00:00,2024-11-19T08:08:24+00:00,collected,6,71,mexc,8.27,0.221532,0.221532,0.221532,0.259338,0.485374,0.15867,34499760.21,14302321.78,2.138374,-0.661364,0.5277,0.3968,4926636.91,mexc perp klines,full
a7150d1cd6602cc674f27ab1,SPX,SPXUSDT,SPXUSDT,spot,2024-12-10T12:45:00+00:00,2024-10-10T13:00:00+00:00,collected,29,71,mexc,60.99,-0.194703,-0.004631,-0.054029,-0.148614,0.061944,0.085943,5520566.58,1791355.28,0.462364,-0.22504,-0.2376,0.135,927362.1,mexc spot klines,full
99b90c668ff8d07f9a62c71c,MOCA,MOCAUSDT,MOCAUSDT,spot,2024-12-16T11:30:00+00:00,2024-07-11T09:45:00+00:00,collected,29,71,mexc,158.07,0.29878,0.072892,0.232659,0.082607,1.548528,0.039426,808574.65,6529510.11,0.347567,-0.06025,2.2304,0.0361,124943.84,mexc spot klines,full
ada0dad89ba8db72db34e5e1,KMNO,KMNOUSDT,KMNOUSDT,spot,2024-12-20T19:00:00+00:00,2024-04-30T12:00:00+00:00,collected,29,72,mexc,234.29,0.30855,-0.181734,-0.295987,-0.121218,0.154544,0.058533,753234.06,268188.28,0.552115,-0.326055,-1.9113,0.1956,112463.42,mexc spot klines,full
f736f1ca447ec854a82c39e1,SWARMS,SWARMSUSDT,SWARMSUSDT,spot,2025-01-07T12:15:00+00:00,2024-12-20T09:00:00+00:00,collected,18,71,mexc,18.14,13.523886,18.049622,4.159453,0.494408,0.182854,0.312622,8365973.02,2748892.32,6.248378,-0.302669,5.0288,0.1816,1720762.01,mexc spot klines,full
98bb20f584caad1487773629,SONIC,SONICUSDT,SONIC_USDT,perp,2025-01-08T07:01:00+00:00,2025-01-06T05:04:57+00:00,collected,1,19,mexc,2.08,,,,,0.205169,,,125433278.46,,,,,,mexc perp klines,full
e392222f24c675106459b5d8,ARC,ARCUSDT,ARCUSDT,spot,2025-01-17T13:00:00+00:00,2023-07-28T15:00:00+00:00,collected,29,72,mexc,538.92,-0.035334,-0.239455,-0.043303,-0.010255,0.018553,0.054519,894693.07,356585.17,0.360726,-0.177521,-0.3002,0.1065,155776.58,mexc spot klines,full
3fb6ffd8390e7119ddfa4168,TRUMP,TRUMPUSDT,TRUMPUSDT,spot,2025-01-18T13:00:00+00:00,2025-01-18T03:20:00+00:00,collected,0,10,mexc,0.4,,,,,1.918307,,,118115488.13,,,,,,mexc spot klines,partial
0e44ae278bb97bca471915f5,MELANIA,MELANIAUSDT,MELANIAUSDT,spot,2025-01-20T09:30:00+00:00,2025-01-20T01:00:00+00:00,collected,0,8,mexc,0.35,,,,,0.204799,,,207885489.35,,,,,,mexc spot klines,partial
86c2b231d2e88deccfa3bbeb,VINE,VINEUSDT,VINEUSDT,spot,2025-01-24T10:00:00+00:00,2025-01-23T04:20:00+00:00,collected,1,30,mexc,1.24,,,,,-0.00315,,,43628083.06,,,,,,mexc spot klines,full
4c12d6c81d3645194cab5045,VVV,VVVUSDT,VVVUSDT,spot,2025-01-29T08:15:00+00:00,2025-01-28T01:20:00+00:00,collected,1,31,mexc,1.29,,,,,-0.218529,,,11866116.41,,,,,,mexc spot klines,full
07816b67a3eae3aa4efe314e,B3,B3USDT,B3_USDT,perp,2025-02-13T11:30:00+00:00,2025-02-08T15:19:24+00:00,collected,3,70,mexc,4.84,1.986605,1.986605,1.986605,0.228891,-0.039324,0.340957,135733709.52,50905376.6,4.087629,-0.72348,2.2022,0.4341,30716076.25,mexc perp klines,full
9e036098bc3802c199459a35,GPS,GPSUSDT,GPS_USDT,perp,2025-02-17T17:00:00+00:00,2025-01-15T10:26:23+00:00,collected,29,72,mexc,33.27,0.872115,-0.121345,-0.144487,-0.03885,-0.070677,0.039733,37014339.28,739579.57,0.375286,-0.229043,-1.3744,0.4815,5369875.36,mexc perp klines,full
a877b9f75fd6bd4c38ca74e9,BMT,BMTUSDT,BMT_USDT,perp,2025-03-17T13:30:00+00:00,2025-03-10T08:53:30+00:00,collected,6,71,mexc,7.19,-0.088557,-0.088557,-0.088557,-0.074747,0.430478,0.153126,46571374.17,8992371.5,4.317852,-0.780841,-0.2186,0.4685,3966063.78,mexc perp klines,full
5f11d51c9603a090e9575f24,BR,BRUSDT,BR_USDT,perp,2025-03-21T12:45:00+00:00,2025-03-20T10:32:59+00:00,collected,1,24,mexc,1.09,,,,,-0.027413,,,68520608.04,,,,,,mexc perp klines,full
2a65ffaad5c0eaf54699e7ff,JELLYJELLY,JELLYJELLYUSDT,JELLYJELLYUSDT,spot,2025-03-26T16:00:00+00:00,2025-01-30T01:10:00+00:00,collected,29,72,mexc,55.62,0.200399,1.666667,-0.338995,-0.217551,0.817939,0.352797,4657601.87,5699652.52,2.988844,-0.723839,-0.3632,0.4343,833197.8,mexc spot klines,full
b9f87ac1de1e70c5257f0432,WAL,WALUSDT,WAL_USDT,perp,2025-03-27T15:30:00+00:00,2025-03-24T06:57:36+00:00,collected,0,5,mexc,3.36,,,,,0.414943,,,13358745.95,,,,,,mexc perp klines,partial
21b9a77d7a9b2edd78dfed6d,BABY,BABYUSDT,BABY_USDT,perp,2025-04-05T13:30:00+00:00,2021-11-17T16:00:00+00:00,not_collected,0,0,mexc,1234.9,,,,,,,,,,,,,,mexc perp klines,not_collected
15c018b7135b044e02a49b73,PROMPT,PROMPTUSDT,PROMPT_USDT,perp,2025-04-11T06:30:00+00:00,2025-04-10T08:41:25+00:00,collected,1,17,mexc,0.91,,,,,-0.108261,,,39699506.08,,,,,,mexc perp klines,full
4e5a0baaefd2c0a105b0deaf,XCN,XCNUSDT,XCNUSDT,spot,2025-04-11T15:30:00+00:00,2022-03-01T02:00:00+00:00,collected,29,71,mexc,1137.56,0.316734,0.508924,0.721092,0.361923,0.469121,0.194104,2139253.74,2397003.44,1.44777,-0.153856,1.4041,0.0923,193398.87,mexc spot klines,full
50ffc09f83fd6ca0dca09d81,BANK,BANKUSDT,BANK_USDT,perp,2025-04-18T18:30:00+00:00,2025-04-18T07:20:00+00:00,collected,0,7,mexc,0.47,,,,,0.362865,,,59153774.85,,,,,,mexc perp klines,partial
42c04e023e48f228ac3ef798,DEEP,DEEPUSDT,DEEP_USDT,perp,2025-04-22T08:30:00+00:00,2024-10-14T09:45:22+00:00,collected,29,71,mexc,189.95,0.002354,0.570525,0.142036,0.064151,0.310491,0.035177,15989107.38,37557396.2,0.352871,-0.236046,1.5261,0.1416,2184149.39,mexc perp klines,full
c72a30dd9ceee1d5a3a54cd4,DOLO,DOLOUSDT,DOLO_USDT,perp,2025-05-01T03:00:00+00:00,2025-04-24T11:35:15+00:00,collected,7,72,mexc,6.64,-0.196257,-0.196257,-0.213208,0.079181,0.202476,0.094021,23280199.95,1421072.5,0.719518,-0.336323,-0.8571,0.4309,3779467.48,mexc perp klines,full
7a8d8a45af279b70fdcddf83,SXT,SXTUSDT,SXT_USDT,perp,2025-05-02T08:30:00+00:00,2025-05-02T06:43:34+00:00,collected,0,0,mexc,0.07,,,,,,,,,,,,,,mexc perp klines,not_collected
8edc2be39041ef3ca1dac762,B2,B2USDT,B2_USDT,perp,2025-05-06T13:30:00+00:00,2025-04-30T03:19:47+00:00,collected,6,71,mexc,6.42,0.299604,0.299604,0.299604,0.022115,0.036612,0.06832,22777025.44,4197212.46,0.770807,-0.230769,1.6575,0.1385,3308247.2,mexc perp klines,full
e76d044fd3d672f736245075,ZKJ,ZKJUSDT,ZKJUSDT,spot,2025-05-13T09:30:00+00:00,2024-03-19T14:00:00+00:00,collected,29,71,mexc,419.81,-0.039444,0.004006,0.01283,-0.00924,-0.018885,0.009243,467959.1,135733.8,0.047301,-0.023692,0.5246,0.0142,71337.68,mexc spot klines,full
6928291d20158e0e89802202,AGT,AGTUSDT,AGT_USDT,perp,2025-05-20T10:30:00+00:00,2025-05-16T06:44:57+00:00,collected,4,71,mexc,4.16,0.83438,0.83438,0.83438,0.293596,0.020615,0.130928,99686920.17,17502156.61,2.041593,-0.207692,2.4087,0.1246,19718138.76,mexc perp klines,full
13940e90ab91469eb9b664f4,SOON,SOONUSDT,SOONUSDT,spot,2025-05-23T08:30:00+00:00,2025-05-23T07:30:00+00:00,collected,0,1,mexc,0.04,,,,,,,,549564.7,,,,,,mexc spot klines,partial
7325b4ba98bea4bbe1ca4641,MERL,MERLUSDT,MERLUSDT,spot,2025-05-29T08:30:00+00:00,2024-04-19T09:40:00+00:00,collected,29,71,mexc,404.95,0.397898,0.293681,0.013431,0.112114,0.211867,0.087929,10112006.3,2743020.23,0.472295,-0.301817,0.0577,0.1811,1253251.64,mexc spot klines,full
08023a4da5978961cbb0404e,PUFFER,PUFFERUSDT,PUFFER_USDT,perp,2025-06-04T08:30:00+00:00,2024-10-14T11:44:01+00:00,collected,29,71,mexc,232.87,0.229879,-0.054207,0.072969,0.166667,0.002977,0.091137,9711999.37,8716113.68,0.417693,-0.206733,0.3026,0.124,262211.46,mexc perp klines,full
67e2964924cdb0798db5f65b,LA,LAUSDT,LA_USDT,perp,2025-06-05T09:00:00+00:00,2025-06-03T10:07:11+00:00,collected,1,21,mexc,1.95,,,,,3.161872,,,61023696.64,,,,,,mexc perp klines,full
46bb94c3367a45d68af8fa6c,TAIKO,TAIKOUSDT,TAIKOUSDT,spot,2025-06-11T12:30:00+00:00,2024-06-05T13:00:00+00:00,collected,29,71,mexc,370.98,-0.341266,-0.278032,0.056671,0.002053,0.059033,0.01819,168662.54,192036.94,0.185542,-0.152608,1.1775,0.0916,8337.94,mexc spot klines,full
8bd8e43b5c14441cddf6f1c6,MYX,MYXUSDT,MYX_USDT,perp,2025-06-18T12:30:00+00:00,2025-05-06T03:13:18+00:00,collected,29,71,mexc,43.39,0.089089,0.030821,-0.062379,-0.130445,0.080539,0.082104,1225582.08,911698.78,0.291615,-0.168174,-0.2872,0.1009,193948.62,mexc perp klines,full
f7b0c338e560be7ce661550d,NEWT,NEWTUSDT,NEWT_USDT,perp,2025-06-19T14:30:00+00:00,2025-06-19T13:16:54+00:00,collected,0,0,mexc,0.05,,,,,,,,,,,,,,mexc perp klines,not_collected
328be11039a0daaa62c9402d,OL,OLUSDT,OL_USDT,perp,2025-06-25T11:30:00+00:00,2024-11-19T06:10:58+00:00,collected,29,71,mexc,218.22,-0.549494,-0.041199,-0.047737,0.012525,0.129022,0.080279,5053258.73,2947686.56,0.257046,-0.184753,-0.2248,0.1109,645358.7,mexc perp klines,full
082d13846fce53f88460dd42,BULLA,BULLAUSDT,BULLAUSDT,spot,2025-07-04T09:00:00+00:00,2025-06-06T11:00:00+00:00,collected,28,72,mexc,27.92,-0.297458,0.484776,0.084889,0.051319,-0.023219,0.021533,701050.44,113677.32,0.237328,-0.088166,1.49,0.0529,111120.39,mexc spot klines,full
e1946a92d433af36002d432b,CROSS,CROSSUSDT,CROSS_USDT,perp,2025-07-10T10:30:00+00:00,2025-07-04T07:58:54+00:00,collected,6,71,mexc,6.1,1.133546,1.133546,1.133546,0.752356,0.455853,0.224046,7556216.89,1941800.3,2.189862,-0.291772,1.9123,0.1751,510721.73,mexc perp klines,full
9fd6bbd5031f385d60646936,VELVET,VELVETUSDT,VELVET_USDT,perp,2025-07-15T09:15:00+00:00,2025-07-10T07:06:03+00:00,collected,5,71,mexc,5.09,0.141075,0.141075,0.141075,0.226785,-0.058642,0.10668,8009200.5,1404380.83,1.384639,-0.262869,0.4998,0.1577,1207600.84,mexc perp klines,full
d6e5c362b920f0f1eeebe797,ZORA,ZORAUSDT,ZORA_USDT,perp,2025-07-25T11:00:00+00:00,2025-04-22T09:07:55+00:00,collected,29,72,mexc,94.08,4.779394,4.655991,2.908197,-0.084485,-0.088106,0.199151,79921264.2,8776746.06,4.575279,-0.205201,5.5194,0.2156,10442054.24,mexc perp klines,full
d434dc6ba47a473e1c50859d,AIO,AIOUSDT,AIOUSDT,spot,2025-08-13T11:30:00+00:00,2025-08-02T11:00:00+00:00,collected,11,71,mexc,11.02,0.503278,0.503278,0.184622,0.027412,0.172108,0.119164,449418.78,243806.49,0.684138,-0.352139,0.5856,0.2113,62131.63,mexc spot klines,full
eb9dec0bc5cac2d2255f22ad,USELESS,USELESSUSDT,USELESSUSDT,spot,2025-08-15T12:15:00+00:00,2025-05-11T06:15:00+00:00,collected,29,71,mexc,96.25,-0.179781,0.075742,0.056624,-0.12923,0.24705,0.234087,9709349.65,2939872.38,0.727284,-0.299501,0.0914,0.1797,1264635.98,mexc spot klines,full
ad7fac75381979219a635a4c,XPL,XPLUSDT,XPL_USDT,perp,2025-08-22T09:30:00+00:00,2025-08-22T09:22:14+00:00,collected,0,0,mexc,0.01,,,,,,,,,,,,,,mexc perp klines,not_collected
35baa8d370bba89af695913f,BAS,BASUSDT,BASUSDT,spot,2025-08-26T13:30:00+00:00,2025-08-19T06:05:00+00:00,collected,7,71,mexc,7.31,0.609084,0.609084,-0.291935,-0.052192,0.32519,0.093358,2570959.6,288764.77,1.696721,-0.386201,-1.1819,0.3172,188537.89,mexc spot klines,full
0e15ffddde62fa7a295cbb6d,ARIA,ARIAUSDT,ARIA_USDT,perp,2025-09-03T11:00:00+00:00,2025-08-21T02:52:55+00:00,collected,13,72,mexc,13.34,0.431335,0.431335,0.462874,-0.036481,0.181959,0.114997,3617523.73,238822.9,1.258588,-0.221295,1.5213,0.3479,328470.07,mexc perp klines,full
4a229f7de4c92b2cf15eae11,FLOCK,FLOCKUSDT,FLOCK_USDT,perp,2025-09-09T06:48:00+00:00,2024-12-27T10:42:43+00:00,collected,29,71,mexc,255.84,0.863095,0.120258,0.115865,0.151159,0.771387,0.074985,2348856.64,6159164.1,0.283752,-0.14171,0.584,0.085,269256.23,mexc perp klines,full
1e02599c7e7dff4bc7bae2db,XPIN,XPINUSDT,XPINUSDT,spot,2025-09-12T08:00:00+00:00,2025-08-22T14:00:00+00:00,collected,21,72,mexc,20.75,1.741357,1.256399,0.359365,-0.009517,0.013754,0.170317,11722550.51,546892.22,1.484656,-0.393116,0.7975,0.5052,2084880.25,mexc spot klines,full
7e52b13d33a0a106da32a993,TOSHI,TOSHIUSDT,TOSHIUSDT,spot,2025-09-17T05:30:00+00:00,2024-11-21T09:00:00+00:00,collected,29,71,mexc,299.85,-0.031922,0.076525,-0.019815,0.005331,0.378793,0.061388,1127747.95,1136000.28,0.225406,-0.154507,-0.122,0.0927,173379.2,mexc spot klines,full
354d589ae37b402ecc4e73f7,ASTER,ASTERUSDT,ASTER_USDT,perp,2025-09-19T12:00:00+00:00,2025-09-17T07:35:19+00:00,collected,0,9,mexc,2.18,,,,,-0.005042,,,24316519.18,,,,,,mexc perp klines,partial
c0f0baa61eef4a5603702a44,FLUID,FLUIDUSDT,FLUIDUSDT,spot,2025-09-24T10:15:00+00:00,2021-06-17T07:00:00+00:00,collected,29,71,mexc,1560.14,-0.164704,-0.143417,-0.043955,-0.067506,0.50535,0.045513,100111.51,243988.86,0.156304,-0.106117,-0.365,0.0637,18528.76,mexc spot klines,full
ccb44efc1570ecea59ac4e78,AKE,AKEUSDT,AKE_USDT,perp,2025-09-26T12:30:00+00:00,2025-08-20T07:36:21+00:00,collected,29,71,mexc,37.2,0.927325,-0.098807,-0.446043,-0.357476,0.318602,0.191876,936959.27,727840.77,1.107111,-0.520262,-0.8786,0.3122,146568.44,mexc perp klines,full
c08091058dd948d22d55c054,GIGGLE,GIGGLEUSDT,GIGGLEUSDT,spot,2025-10-09T09:45:00+00:00,2025-09-22T04:25:00+00:00,collected,17,71,mexc,17.22,5.044124,10.887267,0.632183,0.157741,-0.259723,0.241171,23312599.02,6463694.66,3.151679,-0.354035,0.9908,0.2124,4395563.71,mexc spot klines,full
cd6794154b527f204b81a81c,LAB,LABUSDT,LABUSDT,spot,2025-10-17T14:30:00+00:00,2025-10-14T12:00:00+00:00,collected,3,71,mexc,3.1,1.205029,1.205029,1.205029,1.594932,0.569778,0.55819,12510463.27,4558723.85,28.79,-0.352515,0.816,0.2115,4502092.32,mexc spot klines,full
a1d2ccd3fc62843b613f65d4,AT,ATUSDT,AT_USDT,perp,2025-10-29T11:30:00+00:00,2025-10-24T07:49:40+00:00,collected,5,71,mexc,5.15,-0.063109,-0.063109,-0.063109,0.224007,0.051295,0.136618,1849436.53,585144.08,1.665412,-0.611882,-0.1746,0.3671,258300.31,mexc perp klines,full
28bdb9c69e08176d20be77eb,CLANKER,CLANKERUSDT,CLANKERUSDT,spot,2025-11-12T12:00:00+00:00,2024-11-27T10:30:00+00:00,collected,29,72,mexc,350.06,1.450036,-0.374313,-0.14464,-0.127419,0.205214,0.069702,2478338.15,781475.35,0.309563,-0.229852,-0.7843,0.1379,439400.79,mexc spot klines,full
362be738f0907a9bd73fb3ac,BOB,BOBUSDT,BOBUSDT,spot,2025-11-21T10:45:00+00:00,2025-11-20T12:15:00+00:00,collected,1,22,mexc,0.94,,,,,0.630402,,,473007.62,,,,,,mexc spot klines,full
16eae9c262c564b7f77e1c46,IRYS,IRYSUSDT,IRYS_USDT,perp,2025-11-26T16:00:00+00:00,2025-11-25T07:41:10+00:00,collected,1,29,mexc,1.35,,,,,0.157817,,,3943566.1,,,,,,mexc perp klines,full
1450c463b79e24c601a172ff,RLS,RLSUSDT,RLS_USDT,perp,2025-12-02T10:00:00+00:00,2025-12-01T09:48:20+00:00,collected,1,23,mexc,1.01,,,,,-0.102876,,,2640009.76,,,,,,mexc perp klines,full
c9fd590ebdf9b49aef7a4c3c,POWER,POWERUSDT,POWER_USDT,perp,2025-12-06T09:00:00+00:00,2025-01-08T07:10:16+00:00,collected,1,23,mexc,332.08,,,,,0.568088,,,1108879.14,,,,,,mexc perp klines,full
b6bf7597d3931b0f488abc54,NIGHT,NIGHTUSDT,NIGHT_USDT,perp,2025-12-10T11:00:00+00:00,2025-12-09T08:37:37+00:00,collected,1,26,mexc,1.1,,,,,0.927639,,,26946227.72,,,,,,mexc perp klines,full
3277a7bb4fc7bf6a8a7c77f4,US,USUSDT,US_USDT,perp,2025-12-12T10:45:00+00:00,2025-12-11T10:39:39+00:00,collected,1,22,mexc,1.0,,,,,0.191888,,,2565575.64,,,,,,mexc perp klines,full
41ae58dd0b0e0e0417f6e585,RAVE,RAVEUSDT,RAVE_USDT,perp,2025-12-14T15:30:00+00:00,2025-12-12T06:57:33+00:00,collected,2,51,mexc,2.36,0.091846,0.091846,0.091846,0.091846,0.268041,,,2142504.54,,,,,,mexc perp klines,full
d36f75c5038388444182fb27,GUA,GUAUSDT,GUA_USDT,perp,2025-12-21T10:15:00+00:00,2025-11-26T03:31:19+00:00,collected,24,71,mexc,25.28,-0.152381,0.158742,-0.100741,-0.056907,0.817797,0.027481,637298.35,750380.07,0.277041,-0.14484,-1.3856,0.0869,105064.62,mexc perp klines,full
0c7145de6321e6291d22c352,LIT,LITUSDT,LIT_USDT,perp,2025-12-23T17:30:00+00:00,2021-02-18T08:59:57+00:00,collected,1,24,mexc,1769.35,,,,,-0.003782,,,504632.29,,,,,,mexc perp klines,full
b10b4d2e924f842ca4c3d42f,COLLECT,COLLECTUSDT,COLLECTUSDT,spot,2025-12-31T13:15:00+00:00,2025-12-27T10:03:00+00:00,collected,4,71,mexc,4.13,0.207563,0.207563,0.207563,0.16545,0.363721,0.183448,887690.91,100325.09,4.0,-0.2602,0.4276,0.2397,165978.96,mexc spot klines,full
1e56bc144c18fcd108d7e157,SPORTFUN,SPORTFUNUSDT,SPORTFUN_USDT,perp,2026-01-16T13:45:00+00:00,2026-01-15T06:32:14+00:00,collected,1,23,mexc,1.3,,,,,0.526745,,,473650.17,,,,,,mexc perp klines,full
3e941568d54f2776e7028bbd,AIA,AIAUSDT,AIA_USDT,perp,2026-01-20T11:15:00+00:00,2025-09-17T07:34:50+00:00,collected,0,0,mexc,125.15,,,,,,,,,,,,,,mexc perp klines,not_collected
5abc76df6e2d2a1b0c63b0a0,ACU,ACUUSDT,ACU_USDT,perp,2026-01-21T12:45:00+00:00,2026-01-20T06:55:11+00:00,collected,1,26,mexc,1.24,,,,,0.018041,,,353161.75,,,,,,mexc perp klines,full
5ee5dcd51b181f0ba234947b,ELSA,ELSAUSDT,ELSA_USDT,perp,2026-01-22T07:25:00+00:00,2026-01-19T07:39:43+00:00,collected,2,47,mexc,2.99,-0.050172,-0.050172,-0.050172,-0.050172,0.604759,,,998602.67,,,,,,mexc perp klines,full
2df79d1ad5aba75fcb77f422,SPACE,SPACEUSDT,SPACE_USDT,perp,2026-01-23T11:45:00+00:00,2026-01-22T12:45:44+00:00,collected,0,1,mexc,0.96,,,,,,,,202265.39,,,,,,mexc perp klines,partial
aeb53715c4b9a92a0aaee948,BIRB,BIRBUSDT,BIRB_USDT,perp,2026-01-29T05:15:00+00:00,2026-01-28T08:27:29+00:00,collected,1,18,mexc,0.87,,,,,0.641129,,,30502954.11,,,,,,mexc perp klines,full
62ac4b9ad3859d53823e2e50,MEGA,MEGAUSDT,MEGA_USDT,perp,2026-01-30T12:15:00+00:00,2025-10-22T15:58:36+00:00,collected,29,71,mexc,99.84,-0.174216,-0.157333,-0.031665,0.001056,-0.123012,0.036584,656706.46,158971.15,0.199446,-0.125173,-0.3271,0.0751,103901.39,mexc perp klines,full
