event_id,symbol,asset,launch_ts,classification,blocking,coverage_score,venue_precedence,timestamp_gap_min,reasons
700d4e731095fcaedaac26c5,GOATUSDT,GOAT,2024-10-24T13:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
c2b91bfbec0ed43aabcdb74f,MOODENGUSDT,MOODENG,2024-10-25T10:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
a95a9d746860bc6de0bd1040,SAFEUSDT,SAFE,2024-10-25T12:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
2bf17446b8052a2980d08b2c,PONKEUSDT,PONKE,2024-11-04T12:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
125e6fdf0008d975a343c942,1000000MOGUSDT,1000000MOG,2024-11-07T12:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
aab29a722c1f1f70858d4380,SWELLUSDT,SWELL,2024-11-08T16:00:00+00:00,BAD_TIMESTAMP,True,89,OTHER_VENUE_FIRST,30.0,announced time and first traded bar disagree by +30 min
de0cd69adb47be97865353eb,HIPPOUSDT,HIPPO,2024-11-13T12:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
a145fa44534b876ab3762b4b,DEGENUSDT,DEGEN,2024-11-15T11:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
551e7c68db4a708957037745,BANUSDT,BAN,2024-11-18T11:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
e4c2c21b562ca8d7a3bc69f4,SLERFUSDT,SLERF,2024-11-21T11:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
5b96299e3ac21d97d9913488,1000WHYUSDT,1000WHY,2024-11-25T11:31:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,1.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
4d8c383224e3a76f6fc58997,MORPHOUSDT,MORPHO,2024-11-27T14:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
a7150d1cd6602cc674f27ab1,SPXUSDT,SPX,2024-12-10T12:45:00+00:00,BAD_TIMESTAMP,True,89,OTHER_VENUE_FIRST,45.0,announced time and first traded bar disagree by +45 min
99b90c668ff8d07f9a62c71c,MOCAUSDT,MOCA,2024-12-16T11:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
ada0dad89ba8db72db34e5e1,KMNOUSDT,KMNO,2024-12-20T19:00:00+00:00,BAD_TIMESTAMP,True,89,OTHER_VENUE_FIRST,30.0,announced time and first traded bar disagree by +30 min
bf08b1b7b1db53a4adabf00b,AI16ZUSDT,AI16Z,2025-01-02T13:45:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,15.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
f736f1ca447ec854a82c39e1,SWARMSUSDT,SWARMS,2025-01-07T12:15:00+00:00,BAD_TIMESTAMP,True,89,OTHER_VENUE_FIRST,45.0,announced time and first traded bar disagree by +45 min
98bb20f584caad1487773629,SONICUSDT,SONIC,2025-01-08T07:01:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,1.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
e392222f24c675106459b5d8,ARCUSDT,ARC,2025-01-17T13:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
3fb6ffd8390e7119ddfa4168,TRUMPUSDT,TRUMP,2025-01-18T13:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
0e44ae278bb97bca471915f5,MELANIAUSDT,MELANIA,2025-01-20T09:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
86c2b231d2e88deccfa3bbeb,VINEUSDT,VINE,2025-01-24T10:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
4c12d6c81d3645194cab5045,VVVUSDT,VVV,2025-01-29T08:15:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
07816b67a3eae3aa4efe314e,B3USDT,B3,2025-02-13T11:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
b314ec3e632f7dbb1c28286c,IPUSDT,IP,2025-02-13T17:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
9e036098bc3802c199459a35,GPSUSDT,GPS,2025-02-17T17:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
a877b9f75fd6bd4c38ca74e9,BMTUSDT,BMT,2025-03-17T13:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
5f11d51c9603a090e9575f24,BRUSDT,BR,2025-03-21T12:45:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
2a65ffaad5c0eaf54699e7ff,JELLYJELLYUSDT,JELLYJELLY,2025-03-26T16:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
b9f87ac1de1e70c5257f0432,WALUSDT,WAL,2025-03-27T15:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
43408296c17706df4a86d951,ATHUSDT,ATH,2025-04-02T15:45:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
21b9a77d7a9b2edd78dfed6d,BABYUSDT,BABY,2025-04-05T13:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
15c018b7135b044e02a49b73,PROMPTUSDT,PROMPT,2025-04-11T06:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
4e5a0baaefd2c0a105b0deaf,XCNUSDT,XCN,2025-04-11T15:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
c1986e1b2f5a7b124976006e,INITUSDT,INIT,2025-04-16T06:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
50ffc09f83fd6ca0dca09d81,BANKUSDT,BANK,2025-04-18T18:30:00+00:00,PROVIDER_NEEDED,True,76,OTHER_VENUE_FIRST,0.0,depth or index reference for this window is not published free
42c04e023e48f228ac3ef798,DEEPUSDT,DEEP,2025-04-22T08:30:00+00:00,PROVIDER_NEEDED,True,76,OTHER_VENUE_FIRST,0.0,depth or index reference for this window is not published free
c7564458f482113c1dd5003a,MEMEFIUSDT,MEMEFI,2025-04-25T07:15:00+00:00,PROVIDER_NEEDED,True,66,UNKNOWN_PRECEDENCE,0.0,depth or index reference for this window is not published free
c72a30dd9ceee1d5a3a54cd4,DOLOUSDT,DOLO,2025-05-01T03:00:00+00:00,BAD_TIMESTAMP,True,76,OTHER_VENUE_FIRST,870.0,announced time and first traded bar disagree by +870 min
7a8d8a45af279b70fdcddf83,SXTUSDT,SXT,2025-05-02T08:30:00+00:00,PROVIDER_NEEDED,True,76,OTHER_VENUE_FIRST,0.0,depth or index reference for this window is not published free
8edc2be39041ef3ca1dac762,B2USDT,B2,2025-05-06T13:30:00+00:00,PROVIDER_NEEDED,True,76,OTHER_VENUE_FIRST,0.0,depth or index reference for this window is not published free
e76d044fd3d672f736245075,ZKJUSDT,ZKJ,2025-05-13T09:30:00+00:00,PROVIDER_NEEDED,True,76,OTHER_VENUE_FIRST,0.0,depth or index reference for this window is not published free
6928291d20158e0e89802202,AGTUSDT,AGT,2025-05-20T10:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
a5e6b9745184ea43b217f98e,BUSDT,BUSDT,2025-05-22T16:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,NO_OTHER_VENUE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
13940e90ab91469eb9b664f4,SOONUSDT,SOON,2025-05-23T08:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
7325b4ba98bea4bbe1ca4641,MERLUSDT,MERL,2025-05-29T08:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
af59f00dfd69336d12ec1c53,HYPEUSDT,HYPE,2025-05-30T10:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
08023a4da5978961cbb0404e,PUFFERUSDT,PUFFER,2025-06-04T08:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
f0fcaaf1a618875ba94d873f,1000000BOBUSDT,1000000BOB,2025-06-05T08:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
67e2964924cdb0798db5f65b,LAUSDT,LA,2025-06-05T09:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
46bb94c3367a45d68af8fa6c,TAIKOUSDT,TAIKO,2025-06-11T12:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
8bd8e43b5c14441cddf6f1c6,MYXUSDT,MYX,2025-06-18T12:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
f7b0c338e560be7ce661550d,NEWTUSDT,NEWT,2025-06-19T14:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
328be11039a0daaa62c9402d,OLUSDT,OL,2025-06-25T11:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
082d13846fce53f88460dd42,BULLAUSDT,BULLA,2025-07-04T09:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
8e2b353b5b359cd0f03050b7,MUSDT,MUSDT,2025-07-07T09:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,NO_OTHER_VENUE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
e1946a92d433af36002d432b,CROSSUSDT,CROSS,2025-07-10T10:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
9fd6bbd5031f385d60646936,VELVETUSDT,VELVET,2025-07-15T09:15:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,15.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
d6e5c362b920f0f1eeebe797,ZORAUSDT,ZORA,2025-07-25T11:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
53d80c0d3c0486a54c69473e,ZRCUSDT,ZRC,2025-07-29T09:45:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
6cc0825d4097ef67aec30426,YALAUSDT,YALA,2025-08-07T16:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,NO_OTHER_VENUE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
d434dc6ba47a473e1c50859d,AIOUSDT,AIO,2025-08-13T11:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
eb9dec0bc5cac2d2255f22ad,USELESSUSDT,USELESS,2025-08-15T12:15:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
3ab4b81b6217c55a265126f3,CUDISUSDT,CUDIS,2025-08-20T11:15:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
ad7fac75381979219a635a4c,XPLUSDT,XPL,2025-08-22T09:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
248014c02180967fd21952b9,SOMIUSDT,SOMI,2025-08-25T09:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
35baa8d370bba89af695913f,BASUSDT,BAS,2025-08-26T13:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
87d2cc62a3d3cc1511a49aa7,LINEAUSDT,LINEA,2025-09-01T08:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
0e15ffddde62fa7a295cbb6d,ARIAUSDT,ARIA,2025-09-03T11:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
4a229f7de4c92b2cf15eae11,FLOCKUSDT,FLOCK,2025-09-09T06:48:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,3.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
1e02599c7e7dff4bc7bae2db,XPINUSDT,XPIN,2025-09-12T08:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
7e52b13d33a0a106da32a993,TOSHIUSDT,TOSHI,2025-09-17T05:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
85a8379a95e4b088606b6ca3,0GUSDT,0G,2025-09-17T15:45:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
354d589ae37b402ecc4e73f7,ASTERUSDT,ASTER,2025-09-19T12:00:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
c0f0baa61eef4a5603702a44,FLUIDUSDT,FLUID,2025-09-24T10:15:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
ccb44efc1570ecea59ac4e78,AKEUSDT,AKE,2025-09-26T12:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
b5f18715adc950cb700816f1,4USDT,4USDT,2025-10-08T11:30:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,NO_OTHER_VENUE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
c08091058dd948d22d55c054,GIGGLEUSDT,GIGGLE,2025-10-09T09:45:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,89,OTHER_VENUE_FIRST,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
0dc977ad3cfa07b0ca5cb79a,MONUSDT,MON,2025-10-10T07:17:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,2.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
fc7c14a24b9efda762f5ebe6,YBUSDT,YB,2025-10-10T14:45:00+00:00,INSUFFICIENT_EXECUTION_DATA,True,79,UNKNOWN_PRECEDENCE,0.0,the fee actually charged on this account is unknown (published schedule only); capacity has not been measured (depth archives exist; nothing has been derived from them)
